,game_id,game_date,season,OT,H_A,Team_Abbrev,Team_Score,Team_pace,Team_efg_pct,Team_tov_pct,Team_orb_pct,Team_ft_rate,Team_off_rtg,Inactives,Opponent_pace,Opponent_efg_pct,Opponent_tov_pct,Opponent_orb_pct,Opponent_ft_rate,Opponent_off_rtg,Win,fg,fga,fg2a,fg2,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,fg2_pct,ft_pct,fg3_pct,fg_pct,ast_ratio
6137,202203010LAL,2022-03-01,2021-2022,0,H,LAL,104,96.3,0.537,11.7,10.3,0.195,108.0,"D.J. Augustin, Anthony Davis, Wenyen Gabriel, Mason Jones, Kendrick Nunn, Avery Bradley",96.3,0.561,12.2,23.3,0.207,113.2,0,37,82,48,23,14,34,16,20,4,33,37,22,8,6,12,20,0.4791666666666667,0.8,0.4117647058823529,0.45121951219512196,17.628205128205128
6138,202203010MIN,2022-03-01,2021-2022,0,A,GSW,114,106.7,0.528,14.6,18.2,0.211,106.9,"Chris Chiozza, Draymond Green, Andre Iguodala, Klay Thompson, Quinndary Weatherspoon, James Wiseman",106.7,0.618,13.9,15.8,0.213,120.9,0,41,90,45,28,13,45,19,22,8,32,40,26,11,3,17,25,0.6222222222222222,0.8636363636363636,0.28888888888888886,0.45555555555555555,18.222596019063637
6139,202203010MIN,2022-03-01,2021-2022,0,H,MIN,129,106.7,0.618,13.9,15.8,0.213,120.9,"Leandro Bolmaro, McKinley Wright IV, Anthony Edwards",106.7,0.528,14.6,18.2,0.211,106.9,1,47,89,49,31,16,40,19,23,6,36,42,27,10,2,16,20,0.6326530612244898,0.8260869565217391,0.4,0.5280898876404494,18.998029833943146
6140,202203010TOR,2022-03-01,2021-2022,0,A,BRK,108,94.7,0.56,11.5,17.9,0.167,114.0,"Kevin Durant, Joe Harris, Kyrie Irving, Ben Simmons, Andre Drummond",94.7,0.494,11.5,34.8,0.222,115.0,0,42,84,59,32,10,25,14,19,7,30,37,21,3,5,12,21,0.5423728813559322,0.7368421052631579,0.4,0.5,16.751754945756222
6141,202203010TOR,2022-03-01,2021-2022,0,H,TOR,109,94.7,0.494,11.5,34.8,0.222,115.0,"OG Anunoby, Isaac Bonga, David Johnson, Fred VanVleet, D.J. Wilson",94.7,0.56,11.5,17.9,0.167,114.0,1,41,90,67,34,7,23,20,23,16,32,48,27,5,2,13,19,0.5074626865671642,0.8695652173913043,0.30434782608695654,0.45555555555555555,19.269197830431057
6142,202203010WAS,2022-03-01,2021-2022,0,A,DET,113,94.9,0.522,10.7,31.8,0.211,119.1,Marvin Bagley III,94.9,0.579,13.8,29.3,0.256,122.3,0,43,90,63,35,8,27,19,23,14,29,43,23,9,3,12,21,0.5555555555555556,0.8260869565217391,0.2962962962962963,0.4777777777777778,17.021906453522796
6143,202203010WAS,2022-03-01,2021-2022,0,H,WAS,116,94.9,0.579,13.8,29.3,0.256,122.3,"Joel Ayayi, Bradley Beal, Vernon Carey Jr., Kristaps Porzingis, Cassius Winston",94.9,0.522,10.7,31.8,0.211,119.1,1,41,82,56,28,13,26,21,26,12,30,42,29,6,8,15,22,0.5,0.8076923076923077,0.5,0.5,21.10011641443539
6144,202203020CLE,2022-03-02,2021-2022,0,A,CHO,119,95.5,0.606,9.6,21.4,0.188,124.6,"James Bouknight, Gordon Hayward, Arnoldas Kulboka, Scottie Lewis, Jalen McDaniels",95.5,0.532,13.7,10.0,0.177,102.6,1,43,85,47,26,17,38,16,22,9,36,45,32,10,5,10,21,0.5531914893617021,0.7272727272727273,0.4473684210526316,0.5058823529411764,23.412350014632718
6145,202203020CLE,2022-03-02,2021-2022,0,H,CLE,98,95.5,0.532,13.7,10.0,0.177,102.6,"Caris LeVert, Rajon Rondo, Collin Sexton",95.5,0.606,9.6,21.4,0.188,124.6,0,37,79,48,27,10,31,14,21,4,33,37,21,6,1,14,18,0.5625,0.6666666666666666,0.3225806451612903,0.46835443037974683,17.039922103213243
6146,202203020DEN,2022-03-02,2021-2022,0,A,OKC,119,101.4,0.598,12.7,19.6,0.172,117.4,"Luguentz Dort, Josh Giddey, Ty Jerome, Mike Muscala, Jeremiah Robinson-Earl, Kenrich Williams, Derrick Favors",101.4,0.511,14.1,19.6,0.167,105.6,1,44,87,58,28,16,29,15,21,9,41,50,24,11,6,14,15,0.4827586206896552,0.7142857142857143,0.5517241379310345,0.5057471264367817,17.878426698450536
6147,202203020DEN,2022-03-02,2021-2022,0,H,DEN,107,101.4,0.511,14.1,19.6,0.167,105.6,"Vlatko Cancar, Jamal Murray, Zeke Nnaji, Michael Porter Jr.",101.4,0.598,12.7,19.6,0.172,117.4,0,40,90,44,28,12,46,15,17,10,37,47,25,11,2,16,19,0.6363636363636364,0.8823529411764706,0.2608695652173913,0.4444444444444444,18.053148469093006
6148,202203020HOU,2022-03-02,2021-2022,1,A,UTA,132,97.9,0.625,14.9,26.8,0.185,122.1,"Jared Butler, Xavier Sneed",97.9,0.622,13.9,11.6,0.233,117.5,1,50,92,50,35,15,42,17,24,11,38,49,32,12,2,18,24,0.7,0.7083333333333334,0.35714285714285715,0.5434782608695652,20.975353959098058
6149,202203020HOU,2022-03-02,2021-2022,1,H,HOU,127,97.9,0.622,13.9,11.6,0.233,117.5,"Eric Gordon, Daishen Nix, Trevelin Queen, Dennis Schroder, John Wall",97.9,0.625,14.9,26.8,0.185,122.1,0,43,86,35,22,21,51,20,30,5,30,35,27,11,4,16,25,0.6285714285714286,0.6666666666666666,0.4117647058823529,0.5,18.9873417721519
6150,202203020MIL,2022-03-02,2021-2022,0,A,MIA,119,101.8,0.562,8.9,18.0,0.103,116.9,"Kyle Lowry, Markieff Morris, Victor Oladipo, Javonte Smart",101.8,0.527,10.4,22.0,0.264,117.9,0,44,97,53,23,21,44,10,12,9,39,48,28,9,4,10,22,0.4339622641509434,0.8333333333333334,0.4772727272727273,0.4536082474226804,19.960079840319363
6151,202203020MIL,2022-03-02,2021-2022,0,H,MIL,120,101.8,0.527,10.4,22.0,0.264,117.9,"Pat Connaughton, George Hill, Brook Lopez, Sandro Mamukelashvili",101.8,0.562,8.9,18.0,0.103,116.9,1,41,91,55,27,14,36,24,27,11,41,52,22,7,3,12,16,0.4909090909090909,0.8888888888888888,0.3888888888888889,0.45054945054945056,16.072472238457042
6152,202203020NOP,2022-03-02,2021-2022,0,A,SAC,95,98.5,0.438,9.9,21.8,0.191,96.4,"Terence Davis, Richaun Holmes, Neemias Queta",98.5,0.653,13.9,21.2,0.114,126.9,0,35,89,54,27,8,35,17,25,12,26,38,20,9,4,11,19,0.5,0.68,0.22857142857142856,0.39325842696629215,15.267175572519085
6153,202203020NOP,2022-03-02,2021-2022,0,H,NOP,125,98.5,0.653,13.9,21.2,0.114,126.9,"Kira Lewis Jr., Larry Nance Jr., Zion Williamson",98.5,0.438,9.9,21.8,0.191,96.4,1,52,88,59,41,11,29,10,12,7,43,50,30,5,5,15,23,0.6949152542372882,0.8333333333333334,0.3793103448275862,0.5909090909090909,21.695111368238358
6154,202203020ORL,2022-03-02,2021-2022,1,A,IND,122,100.2,0.5,14.1,25.9,0.298,110.3,"T.J. McConnell, Ricky Rubio, Myles Turner, T.J. Warren",100.2,0.505,14.5,23.1,0.165,103.1,1,41,94,57,29,12,37,28,35,14,40,54,23,12,7,18,19,0.5087719298245614,0.8,0.32432432432432434,0.43617021276595747,15.292553191489361
6155,202203020ORL,2022-03-02,2021-2022,1,H,ORL,114,100.2,0.505,14.5,23.1,0.165,103.1,"Bol Bol, Jonathan Isaac, Moritz Wagner",100.2,0.5,14.1,25.9,0.298,110.3,0,44,97,65,34,10,32,16,20,12,40,52,22,12,5,18,28,0.5230769230769231,0.8,0.3125,0.4536082474226804,15.089163237311384
6156,202203020PHI,2022-03-02,2021-2022,0,A,NYK,108,98.0,0.473,6.2,20.8,0.242,110.3,"Quentin Grimes, Derrick Rose, Luka Samanic, Kemba Walker",98.0,0.633,13.5,14.3,0.373,125.6,0,39,91,63,31,8,28,22,32,10,30,40,20,9,3,7,25,0.49206349206349204,0.6875,0.2857142857142857,0.42857142857142855,15.142337976983647
6157,202203020PHI,2022-03-02,2021-2022,0,H,PHI,123,98.0,0.633,13.5,14.3,0.373,125.6,"Charles Bassey, Charlie Brown Jr., Myles Powell, Jaden Springer",98.0,0.473,6.2,20.8,0.242,110.3,1,39,75,39,22,17,36,28,33,5,38,43,24,2,8,14,25,0.5641025641025641,0.8484848484848485,0.4722222222222222,0.52,18.820577164366373
6158,202203020PHO,2022-03-02,2021-2022,0,A,POR,90,99.2,0.455,16.8,11.4,0.244,90.7,"Eric Bledsoe, Joe Ingles, Damian Lillard, Nassir Little, Didi Louzada, Jusuf Nurkic, Justise Winslow",99.2,0.588,13.0,18.9,0.325,120.9,0,30,78,47,19,11,31,19,25,5,30,35,22,10,2,18,23,0.40425531914893614,0.76,0.3548387096774194,0.38461538461538464,17.05426356589147
6159,202203020PHO,2022-03-02,2021-2022,0,H,PHO,120,99.2,0.588,13.0,18.9,0.325,120.9,"Devin Booker, Frank Kaminsky, Chris Paul, Dario Saric",99.2,0.455,16.8,11.4,0.244,90.7,1,40,80,44,26,14,36,26,31,7,39,46,32,14,6,14,21,0.5909090909090909,0.8387096774193549,0.3888888888888889,0.5,22.91606989401318
6160,202203030ATL,2022-03-03,2021-2022,0,A,CHI,124,93.9,0.67,12.5,16.7,0.068,132.1,"Lonzo Ball, Alex Caruso, Tyler Cook, Marko Simonovic, Patrick Williams",93.9,0.631,4.9,22.9,0.286,138.4,0,52,88,62,38,14,26,6,7,5,27,32,30,5,2,13,19,0.6129032258064516,0.8571428571428571,0.5384615384615384,0.5909090909090909,22.374701670644395
6161,202203030ATL,2022-03-03,2021-2022,0,H,ATL,130,93.9,0.631,4.9,22.9,0.286,138.4,"John Collins, Onyeka Okongwu",93.9,0.67,12.5,16.7,0.068,132.1,1,44,84,44,26,18,40,24,28,8,25,33,26,7,3,5,15,0.5909090909090909,0.8571428571428571,0.45,0.5238095238095238,20.420986490732016
6162,202203030BOS,2022-03-03,2021-2022,0,A,MEM,107,92.1,0.49,6.3,32.1,0.101,116.2,"Santi Aldama, Dillon Brooks, Yves Pons, Tyrell Terry",92.1,0.607,12.8,35.7,0.135,130.3,0,42,99,59,29,13,40,10,13,17,27,44,24,10,4,7,16,0.4915254237288136,0.7692307692307693,0.325,0.42424242424242425,17.68346595932803
6163,202203030BOS,2022-03-03,2021-2022,0,H,BOS,120,92.1,0.607,12.8,35.7,0.135,130.3,"Jaylen Brown, Matt Ryan, Brodric Thomas",92.1,0.49,6.3,32.1,0.101,116.2,1,46,89,52,30,16,37,12,15,15,36,51,33,4,7,14,15,0.5769230769230769,0.8,0.43243243243243246,0.5168539325842697,23.141654978962134
6164,202203030BRK,2022-03-03,2021-2022,0,A,MIA,113,95.0,0.584,12.7,17.9,0.299,118.9,"Jimmy Butler, Kyle Lowry, Markieff Morris, Victor Oladipo, P.J. Tucker",95.0,0.542,12.3,18.9,0.205,112.6,1,40,77,47,30,10,30,23,28,5,30,35,27,8,6,13,22,0.6382978723404256,0.8214285714285714,0.3333333333333333,0.5194805194805194,20.87844107639963
6165,202203030BRK,2022-03-03,2021-2022,0,H,BRK,107,95.0,0.542,12.3,18.9,0.205,112.6,"Joe Harris, Kyrie Irving, Ben Simmons",95.0,0.584,12.7,17.9,0.299,118.9,0,39,83,52,27,12,31,17,22,7,23,30,24,5,5,13,24,0.5192307692307693,0.7727272727272727,0.3870967741935484,0.46987951807228917,18.507094386181368
6166,202203030DAL,2022-03-03,2021-2022,0,A,GSW,113,90.9,0.636,14.7,29.4,0.123,124.3,"Draymond Green, Andre Iguodala, Quinndary Weatherspoon, James Wiseman",90.9,0.629,8.8,22.9,0.176,134.2,0,44,81,51,29,15,30,10,13,10,27,37,26,7,5,15,19,0.5686274509803921,0.7692307692307693,0.5,0.5432098765432098,20.357031005324146
6167,202203030DAL,2022-03-03,2021-2022,0,H,DAL,122,90.9,0.629,8.8,22.9,0.176,134.2,"Trey Burke, Marquese Chriss, Tim Hardaway Jr., Maxi Kleber, Theo Pinson",90.9,0.636,14.7,29.4,0.123,124.3,1,45,85,48,28,17,37,15,20,8,24,32,29,7,1,9,16,0.5833333333333334,0.75,0.4594594594594595,0.5294117647058824,22.003034901365705
6168,202203030LAC,2022-03-03,2021-2022,0,A,LAL,111,95.7,0.56,13.0,21.4,0.202,116.0,"Anthony Davis, Mason Jones, Kendrick Nunn",95.7,0.64,9.1,32.5,0.14,138.0,0,41,84,49,29,12,35,17,22,9,27,36,26,8,4,14,17,0.5918367346938775,0.7727272727272727,0.34285714285714286,0.4880952380952381,19.449431478156793
6169,202203030LAC,2022-03-03,2021-2022,0,H,LAC,132,95.7,0.64,9.1,32.5,0.14,138.0,"Paul George, Kawhi Leonard, Norman Powell, Jason Preston, Jay Scrubb",95.7,0.56,13.0,21.4,0.202,116.0,1,51,93,66,34,17,27,13,15,13,33,46,32,10,3,10,22,0.5151515151515151,0.8666666666666667,0.6296296296296297,0.5483870967741935,22.598870056497177
6170,202203030SAS,2022-03-03,2021-2022,0,A,SAC,115,102.2,0.524,12.5,21.4,0.321,112.6,"Terence Davis, Neemias Queta, Richaun Holmes",102.2,0.559,9.9,13.0,0.086,109.6,1,39,84,52,29,10,32,27,32,9,40,49,26,6,2,14,13,0.5576923076923077,0.84375,0.3125,0.4642857142857143,18.829663962920048
6171,202203030SAS,2022-03-03,2021-2022,0,H,SAS,112,102.2,0.559,9.9,13.0,0.086,109.6,Devontae Cacok,102.2,0.524,12.5,21.4,0.321,112.6,0,46,93,61,34,12,32,8,16,6,33,39,28,9,4,11,24,0.5573770491803278,0.5,0.375,0.4946236559139785,20.13808975834292
6172,202203030TOR,2022-03-03,2021-2022,0,A,DET,108,90.9,0.518,8.5,28.9,0.25,118.9,"Marvin Bagley III, Saben Lee, Jamorko Pickett, Chris Smith, Frank Jackson",90.9,0.476,9.2,31.1,0.325,116.7,1,38,84,47,27,11,37,21,28,11,31,42,25,4,5,9,29,0.574468085106383,0.75,0.2972972972972973,0.4523809523809524,19.18354818907305
6173,202203030TOR,2022-03-03,2021-2022,0,H,TOR,106,90.9,0.476,9.2,31.1,0.325,116.7,"OG Anunoby, David Johnson, Fred VanVleet, D.J. Wilson, Thaddeus Young",90.9,0.518,8.5,28.9,0.25,118.9,0,36,83,57,29,7,26,27,36,14,27,41,12,5,4,10,22,0.5087719298245614,0.75,0.2692307692307692,0.43373493975903615,9.930486593843098
6174,202203040CHI,2022-03-04,2021-2022,0,A,MIL,118,103.2,0.545,11.3,25.5,0.25,114.3,"Pat Connaughton, George Hill, Brook Lopez, Sandro Mamukelashvili",103.2,0.553,10.8,11.6,0.085,108.5,1,43,88,57,33,10,31,22,33,12,38,50,20,5,5,13,18,0.5789473684210527,0.6666666666666666,0.3225806451612903,0.48863636363636365,14.75796930342385
6175,202203040CHI,2022-03-04,2021-2022,0,H,CHI,112,103.2,0.553,10.8,11.6,0.085,108.5,"Lonzo Ball, Alex Caruso, Tyler Cook, Marko Simonovic, Patrick Williams",103.2,0.545,11.3,25.5,0.25,114.3,0,47,94,68,37,10,26,8,11,5,35,40,25,5,2,12,23,0.5441176470588235,0.7272727272727273,0.38461538461538464,0.5,18.404004711425205
6176,202203040DEN,2022-03-04,2021-2022,0,A,HOU,101,96.1,0.518,13.1,22.5,0.181,105.1,"Usman Garuba, Dennis Schroder, John Wall",96.1,0.529,9.1,22.2,0.291,120.7,0,38,83,47,28,10,36,15,22,9,35,44,25,4,3,14,21,0.5957446808510638,0.6818181818181818,0.2777777777777778,0.4578313253012048,18.985419198055894
6177,202203040DEN,2022-03-04,2021-2022,0,H,DEN,116,96.1,0.529,9.1,22.2,0.291,120.7,"Vlatko Cancar, Nikola Jokic, Jamal Murray, Zeke Nnaji, Michael Porter Jr., Austin Rivers",96.1,0.518,13.1,22.5,0.181,105.1,1,39,86,53,26,13,33,25,31,10,31,41,27,10,4,10,21,0.49056603773584906,0.8064516129032258,0.3939393939393939,0.45348837209302323,19.75995316159251
6178,202203040DET,2022-03-04,2021-2022,0,A,IND,106,96.0,0.44,9.7,38.9,0.18,110.4,"T.J. McConnell, Ricky Rubio, Myles Turner, T.J. Warren",96.0,0.527,11.3,35.8,0.128,115.6,0,39,100,60,29,10,40,18,28,21,34,55,24,4,9,12,16,0.48333333333333334,0.6428571428571429,0.25,0.39,16.181229773462785
6179,202203040DET,2022-03-04,2021-2022,0,H,DET,111,96.0,0.527,11.3,35.8,0.128,115.6,"Luka Garza, Frank Jackson, Saben Lee, Jamorko Pickett, Chris Smith",96.0,0.44,9.7,38.9,0.18,110.4,1,42,94,64,27,15,30,12,18,19,33,52,28,5,9,13,22,0.421875,0.6666666666666666,0.5,0.44680851063829785,19.591379792891125
6180,202203040NOP,2022-03-04,2021-2022,0,A,UTA,90,96.6,0.41,16.6,37.3,0.191,93.1,Xavier Sneed,96.6,0.572,8.7,33.3,0.134,128.3,0,31,89,48,20,11,41,17,26,22,30,52,15,7,2,20,14,0.4166666666666667,0.6538461538461539,0.2682926829268293,0.34831460674157305,11.075014766686357
6181,202203040NOP,2022-03-04,2021-2022,0,H,NOP,124,96.6,0.572,8.7,33.3,0.134,128.3,"Kira Lewis Jr., Larry Nance Jr., Zion Williamson",96.6,0.41,16.6,37.3,0.191,93.1,1,50,97,61,39,11,36,13,17,15,37,52,29,11,4,10,23,0.639344262295082,0.7647058823529411,0.3055555555555556,0.5154639175257731,20.211876219682182
6182,202203040OKC,2022-03-04,2021-2022,0,A,MIN,138,107.8,0.667,14.5,18.4,0.2,128.1,"Anthony Edwards, McKinley Wright IV",107.8,0.483,19.5,19.0,0.209,93.7,1,49,90,43,27,22,47,18,23,7,34,41,35,17,7,17,17,0.627906976744186,0.782608695652174,0.46808510638297873,0.5444444444444444,23.008151459374176
6183,202203040OKC,2022-03-04,2021-2022,0,H,OKC,101,107.8,0.483,19.5,19.0,0.209,93.7,"Luguentz Dort, Josh Giddey, Ty Jerome, Mike Muscala, Jeremiah Robinson-Earl, Kenrich Williams, Derrick Favors, Aaron Wiggins",107.8,0.667,14.5,18.4,0.2,128.1,0,37,86,51,28,9,35,18,21,8,31,39,19,12,3,23,16,0.5490196078431373,0.8571428571428571,0.2571428571428571,0.43023255813953487,13.84436024482658
6184,202203040PHI,2022-03-04,2021-2022,0,A,CLE,119,94.1,0.598,11.5,27.0,0.256,126.5,"Caris LeVert, Rajon Rondo, Collin Sexton, Dylan Windler",94.1,0.64,11.0,8.8,0.387,132.8,0,44,82,54,34,10,28,21,24,10,31,41,30,5,4,12,22,0.6296296296296297,0.875,0.35714285714285715,0.5365853658536586,22.294887039239
6185,202203040PHI,2022-03-04,2021-2022,0,H,PHI,125,94.1,0.64,11.0,8.8,0.387,132.8,"Charlie Brown Jr., DeAndre Jordan, Myles Powell, Jaden Springer",94.1,0.598,11.5,27.0,0.256,126.5,1,41,75,42,27,14,33,29,32,3,27,30,23,8,3,11,24,0.6428571428571429,0.90625,0.42424242424242425,0.5466666666666666,18.687032824179397
6186,202203040PHO,2022-03-04,2021-2022,0,A,NYK,114,98.5,0.541,10.8,28.6,0.244,115.8,"Quentin Grimes, Derrick Rose, Luka Samanic, Obi Toppin, Kemba Walker",98.5,0.547,8.5,7.5,0.259,116.8,0,40,86,57,27,13,29,21,30,12,37,49,23,7,5,12,22,0.47368421052631576,0.7,0.4482758620689655,0.46511627906976744,17.138599105812222
6187,202203040PHO,2022-03-04,2021-2022,0,H,PHO,115,98.5,0.547,8.5,7.5,0.259,116.8,"Devin Booker, Frank Kaminsky, Chris Paul, Dario Saric",98.5,0.541,10.8,28.6,0.244,115.8,1,38,85,51,21,17,34,22,27,3,30,33,28,7,3,9,22,0.4117647058823529,0.8148148148148148,0.5,0.4470588235294118,20.91425156856887
6188,202203040TOR,2022-03-04,2021-2022,0,A,ORL,103,98.0,0.437,7.1,22.2,0.211,105.0,"Bol Bol, Wendell Carter Jr., Markelle Fultz, Jonathan Isaac, Moritz Wagner",98.0,0.462,10.7,21.8,0.118,98.9,1,36,95,58,25,11,37,20,21,12,43,55,24,5,4,8,18,0.43103448275862066,0.9523809523809523,0.2972972972972973,0.37894736842105264,17.615971814445096
6189,202203040TOR,2022-03-04,2021-2022,0,H,TOR,97,98.0,0.462,10.7,21.8,0.118,98.9,"OG Anunoby, David Johnson, Fred VanVleet, D.J. Wilson",98.0,0.437,7.1,22.2,0.211,105.0,0,37,93,56,25,12,37,11,17,12,42,54,22,2,8,12,18,0.44642857142857145,0.6470588235294118,0.32432432432432434,0.3978494623655914,16.35930993456276
6190,202203040WAS,2022-03-04,2021-2022,0,A,ATL,117,93.3,0.489,3.6,27.7,0.308,125.4,"Sharife Cooper, Onyeka Okongwu",93.3,0.624,13.6,21.2,0.094,122.1,1,38,91,55,25,13,36,28,34,13,26,39,18,6,5,4,16,0.45454545454545453,0.8235294117647058,0.3611111111111111,0.4175824175824176,14.066895904970302
6191,202203040WAS,2022-03-04,2021-2022,0,H,WAS,114,93.3,0.624,13.6,21.2,0.094,122.1,"Joel Ayayi, Bradley Beal, Vernon Carey Jr., Kristaps Porzingis, Isaiah Todd, Cassius Winston",93.3,0.489,3.6,27.7,0.308,125.4,0,46,85,56,32,14,29,8,9,7,34,41,37,2,7,14,29,0.5714285714285714,0.8888888888888888,0.4827586206896552,0.5411764705882353,26.436124607030585
6192,202203050CHO,2022-03-05,2021-2022,0,A,SAS,117,100.8,0.515,8.6,25.0,0.163,116.0,"Devontae Cacok, , Robert Woodard II",100.8,0.549,8.0,22.4,0.253,122.0,0,45,98,61,34,11,37,16,20,13,38,51,28,7,6,10,18,0.5573770491803278,0.8,0.2972972972972973,0.45918367346938777,19.337016574585633
6193,202203050CHO,2022-03-05,2021-2022,0,H,CHO,123,100.8,0.549,8.0,22.4,0.253,122.0,"James Bouknight, Gordon Hayward, Kai Jones, Arnoldas Kulboka, Scottie Lewis, Jalen McDaniels",100.8,0.515,8.6,25.0,0.163,116.0,1,42,91,49,26,16,42,23,29,11,39,50,29,8,5,9,16,0.5306122448979592,0.7931034482758621,0.38095238095238093,0.46153846153846156,20.457110609480814
6194,202203050DAL,2022-03-05,2021-2022,0,A,SAC,113,98.2,0.537,12.1,25.6,0.128,115.1,"Terence Davis, Neemias Queta",98.2,0.56,9.4,22.2,0.238,116.1,0,46,94,69,37,9,25,12,18,10,35,45,24,5,1,14,28,0.5362318840579711,0.6666666666666666,0.36,0.48936170212765956,17.152658662092623
6195,202203050DAL,2022-03-05,2021-2022,0,H,DAL,114,98.2,0.56,9.4,22.2,0.238,116.1,"Marquese Chriss, Luka Doncic, Tim Hardaway Jr., Maxi Kleber, Theo Pinson",98.2,0.537,12.1,25.6,0.128,115.1,1,40,84,48,26,14,36,20,27,10,29,39,22,7,2,10,22,0.5416666666666666,0.7407407407407407,0.3888888888888889,0.47619047619047616,17.203628401626524
6196,202203050LAL,2022-03-05,2021-2022,0,A,GSW,116,102.8,0.582,13.8,22.2,0.098,112.8,"Chris Chiozza, Draymond Green, Andre Iguodala, Gary Payton II, Quinndary Weatherspoon, James Wiseman",102.8,0.596,14.8,27.9,0.202,120.6,0,46,92,58,31,15,34,9,19,10,31,41,22,11,4,16,20,0.5344827586206896,0.47368421052631576,0.4411764705882353,0.5,15.900549291702802
6197,202203050LAL,2022-03-05,2021-2022,0,H,LAL,124,102.8,0.596,14.8,27.9,0.202,120.6,"Anthony Davis, Mason Jones, Kendrick Nunn",102.8,0.582,13.8,22.2,0.098,112.8,1,44,89,48,26,18,41,18,21,12,35,47,25,10,6,17,18,0.5416666666666666,0.8571428571428571,0.43902439024390244,0.4943820224719101,17.826583000570448
6198,202203050MEM,2022-03-05,2021-2022,0,A,ORL,96,103.4,0.494,11.4,2.0,0.128,92.9,"Bol Bol, Wendell Carter Jr., Jonathan Isaac, Jalen Suggs",103.4,0.576,6.3,13.0,0.196,120.0,0,37,86,51,26,11,35,11,16,1,40,41,25,7,5,12,20,0.5098039215686274,0.6875,0.3142857142857143,0.43023255813953487,19.224853891110424
6199,202203050MEM,2022-03-05,2021-2022,0,H,MEM,124,103.4,0.576,6.3,13.0,0.196,120.0,"Santi Aldama, Dillon Brooks, Yves Pons, Tyrell Terry",103.4,0.494,11.4,2.0,0.128,92.9,1,46,92,58,32,14,34,18,27,6,49,55,25,7,4,7,14,0.5517241379310345,0.6666666666666666,0.4117647058823529,0.5,18.398586988519284
6200,202203050MIA,2022-03-05,2021-2022,0,A,PHI,82,84.6,0.384,8.9,28.9,0.232,97.0,"Charlie Brown Jr., James Harden, Myles Powell, Jaden Springer",84.6,0.576,13.9,17.6,0.222,117.1,0,28,82,41,21,7,41,19,23,13,28,41,13,9,4,9,17,0.5121951219512195,0.8260869565217391,0.17073170731707318,0.34146341463414637,11.391517700665965
6201,202203050MIA,2022-03-05,2021-2022,0,H,MIA,99,84.6,0.576,13.9,17.6,0.222,117.1,"Kyle Lowry, Markieff Morris, Victor Oladipo",84.6,0.384,8.9,28.9,0.232,97.0,1,35,72,44,22,13,28,16,19,6,32,38,20,6,3,13,19,0.5,0.8421052631578947,0.4642857142857143,0.4861111111111111,17.64290755116443
6202,202203050MIN,2022-03-05,2021-2022,0,A,POR,121,99.2,0.565,13.3,25.0,0.294,122.0,"Josh Hart, Elijah Hughes, Joe Ingles, Damian Lillard, Nassir Little, Didi Louzada, Jusuf Nurkic",99.2,0.653,10.1,23.1,0.282,136.1,0,40,85,47,24,16,38,25,30,11,30,41,24,5,1,15,23,0.5106382978723404,0.8333333333333334,0.42105263157894735,0.47058823529411764,17.49271137026239
6203,202203050MIN,2022-03-05,2021-2022,0,H,MIN,135,99.2,0.653,10.1,23.1,0.282,136.1,"Patrick Beverley, Anthony Edwards, McKinley Wright IV",99.2,0.565,13.3,25.0,0.294,122.0,1,48,85,48,33,15,37,24,29,9,33,42,36,10,7,11,21,0.6875,0.8275862068965517,0.40540540540540543,0.5647058823529412,24.868748273003593
6204,202203060BOS,2022-03-06,2021-2022,0,A,BRK,120,97.5,0.573,13.3,30.8,0.202,123.1,"David Duke Jr., Joe Harris, Day'Ron Sharpe, Ben Simmons",97.5,0.584,9.1,23.3,0.349,129.2,0,45,89,62,33,12,27,18,20,12,33,45,24,6,4,15,26,0.532258064516129,0.9,0.4444444444444444,0.5056179775280899,17.543859649122805
6205,202203060BOS,2022-03-06,2021-2022,0,H,BOS,126,97.5,0.584,9.1,23.3,0.349,129.2,"Aaron Nesmith, Matt Ryan, Brodric Thomas",97.5,0.573,13.3,30.8,0.202,123.1,1,40,83,47,23,17,36,29,38,10,27,37,25,9,7,10,19,0.48936170212765956,0.7631578947368421,0.4722222222222222,0.4819277108433735,18.557007125890735
6206,202203060CLE,2022-03-06,2021-2022,0,A,TOR,96,95.8,0.426,6.2,24.6,0.17,100.2,"OG Anunoby, Justin Champagnie, Malachi Flynn, David Johnson, Fred VanVleet",95.8,0.524,15.2,32.6,0.176,108.6,0,37,94,70,31,6,24,16,26,14,31,45,17,13,3,7,20,0.44285714285714284,0.6153846153846154,0.25,0.39361702127659576,13.133498145859086
6207,202203060CLE,2022-03-06,2021-2022,0,H,CLE,104,95.8,0.524,15.2,32.6,0.176,108.6,"Caris LeVert, Rajon Rondo, Collin Sexton, Dylan Windler",95.8,0.426,6.2,24.6,0.17,100.2,1,39,85,49,28,11,36,15,23,15,43,58,24,5,7,17,22,0.5714285714285714,0.6521739130434783,0.3055555555555556,0.4588235294117647,17.63150161622098
